Ticket_ID,Created_Date,Closed_Date,Office,Category,Priority,Status,Assigned_Team,Days_Open,SLA_Target_Days,SLA_Status,Customer_Type,Aging_Bucket
TCK-10668,2025-10-12,2025-10-25,Program Management,Data Correction,Medium,Closed,Systems Team,13,7,Missed,Leadership Office,8-14 days
TCK-10669,2025-07-24,,Policy,Report Request,Medium,Pending Customer,CRM Admin,280,7,Missed,Program Office,15+ days
TCK-10670,2025-07-09,,Operations,Report Request,Medium,Escalated,Systems Team,295,7,Missed,Program Office,15+ days
TCK-10671,2025-02-09,,Operations,Training Request,Critical,Open,Systems Team,445,2,Missed,Internal User,15+ days
TCK-10672,2025-02-19,2025-02-19,IT Services,User Permissions,Critical,Closed,Reporting Team,0,2,Met,Leadership Office,0-3 days
TCK-10673,2025-06-10,,Policy,User Permissions,Low,Pending Customer,Systems Team,324,10,Missed,Internal User,15+ days
TCK-10674,2025-08-27,,Program Management,Training Request,Medium,Pending Customer,Reporting Team,246,7,Missed,Program Office,15+ days
TCK-10675,2025-10-30,,IT Services,User Permissions,Medium,Escalated,Tier 1 Support,182,7,Missed,Program Office,15+ days
TCK-10676,2025-09-02,,Policy,Report Request,High,Open,Tier 1 Support,240,4,Missed,Leadership Office,15+ days
TCK-10677,2025-05-22,,Program Management,System Error,Medium,Escalated,Tier 2 Support,343,7,Missed,Program Office,15+ days
TCK-10678,2025-04-21,2025-04-22,Policy,User Permissions,Medium,Closed,CRM Admin,1,7,Met,Program Office,0-3 days
TCK-10679,2025-04-30,,IT Services,User Permissions,Medium,Pending Customer,Systems Team,365,7,Missed,Program Office,15+ days
TCK-10680,2026-03-18,2026-03-25,Policy,Report Request,Low,Closed,Systems Team,7,10,Met,Internal User,4-7 days
TCK-10681,2026-02-01,2026-02-01,Policy,Data Correction,Critical,Closed,Tier 2 Support,0,2,Met,Leadership Office,0-3 days
TCK-10682,2026-02-01,,Operations,Account Access,High,Open,Reporting Team,88,4,Missed,Leadership Office,15+ days
TCK-10683,2025-03-03,,Policy,System Error,Medium,Open,Reporting Team,423,7,Missed,Program Office,15+ days
TCK-10684,2025-12-23,,Operations,Account Access,Medium,Pending Customer,CRM Admin,128,7,Missed,Program Office,15+ days
TCK-10685,2025-04-01,,Program Management,Data Correction,High,Pending Customer,Tier 2 Support,394,4,Missed,Program Office,15+ days
TCK-10686,2025-11-28,2025-12-04,Human Resources,Training Request,Medium,Closed,CRM Admin,6,7,Met,Internal User,4-7 days
TCK-10687,2026-03-27,,Operations,Account Access,Medium,Escalated,Systems Team,34,7,Missed,Internal User,15+ days
TCK-10688,2025-01-03,2025-01-10,IT Services,Training Request,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-10689,2025-03-30,2025-04-07,Finance,Account Access,Low,Closed,Tier 2 Support,8,10,Met,Leadership Office,8-14 days
TCK-10690,2025-07-11,,Policy,Data Correction,Medium,Pending Customer,Systems Team,293,7,Missed,Internal User,15+ days
TCK-10691,2026-02-21,,Human Resources,Report Request,High,Open,CRM Admin,68,4,Missed,Internal User,15+ days
TCK-10692,2025-06-28,2025-07-04,Operations,Account Access,Medium,Closed,Reporting Team,6,7,Met,Internal User,4-7 days
TCK-10693,2025-11-05,2025-11-11,Policy,Training Request,Low,Closed,Reporting Team,6,10,Met,Program Office,4-7 days
TCK-10694,2025-03-01,,Operations,Report Request,Medium,Open,Tier 2 Support,425,7,Missed,Internal User,15+ days
TCK-10695,2026-02-23,2026-03-02,Program Management,User Permissions,Medium,Closed,Systems Team,7,7,Met,Internal User,4-7 days
TCK-10696,2026-03-11,2026-03-17,Finance,Training Request,Medium,Closed,Systems Team,6,7,Met,Leadership Office,4-7 days
TCK-10697,2025-12-26,2025-12-30,Finance,Data Correction,Medium,Closed,Reporting Team,4,7,Met,Internal User,4-7 days
TCK-10698,2025-05-30,2025-06-02,Program Management,System Error,High,Closed,Tier 1 Support,3,4,Met,Program Office,0-3 days
TCK-10699,2025-01-13,2025-01-16,Program Management,Report Request,Medium,Closed,Tier 1 Support,3,7,Met,Leadership Office,0-3 days
TCK-10700,2026-03-02,,Finance,Training Request,Low,Escalated,Systems Team,59,10,Missed,Leadership Office,15+ days
TCK-10701,2025-03-30,2025-04-04,Finance,System Error,Medium,Closed,Tier 2 Support,5,7,Met,Program Office,4-7 days
TCK-10702,2025-10-03,,Program Management,User Permissions,Low,Pending Customer,Systems Team,209,10,Missed,Leadership Office,15+ days
TCK-10703,2026-03-11,2026-03-16,Human Resources,System Error,Low,Closed,Tier 2 Support,5,10,Met,Internal User,4-7 days
TCK-10704,2025-12-31,2025-12-31,Program Management,Data Correction,Medium,Closed,Systems Team,0,7,Met,Leadership Office,0-3 days
TCK-10705,2025-11-10,,Finance,Account Access,Low,Escalated,Tier 2 Support,171,10,Missed,Leadership Office,15+ days
TCK-10706,2026-02-21,2026-03-01,Operations,System Error,High,Closed,Tier 2 Support,8,4,Missed,Program Office,8-14 days
TCK-10707,2026-03-05,,Finance,System Error,Medium,Open,Systems Team,56,7,Missed,Leadership Office,15+ days
TCK-10708,2026-03-19,2026-03-20,Policy,User Permissions,High,Closed,CRM Admin,1,4,Met,Program Office,0-3 days
TCK-10709,2025-12-20,,Operations,System Error,Low,Pending Customer,CRM Admin,131,10,Missed,Leadership Office,15+ days
TCK-10710,2025-01-06,2025-01-16,Policy,System Error,Medium,Closed,Tier 2 Support,10,7,Missed,Leadership Office,8-14 days
TCK-10711,2025-12-20,2026-01-01,Program Management,Account Access,Low,Closed,Tier 2 Support,12,10,Missed,Leadership Office,8-14 days
TCK-10712,2025-06-17,2025-06-29,Policy,User Permissions,Low,Closed,Reporting Team,12,10,Missed,Program Office,8-14 days
TCK-10713,2025-10-02,,Program Management,Data Correction,Medium,Pending Customer,Tier 1 Support,210,7,Missed,Leadership Office,15+ days
TCK-10714,2026-03-10,,Human Resources,System Error,Medium,Open,Reporting Team,51,7,Missed,Internal User,15+ days
TCK-10715,2025-02-27,,Human Resources,Data Correction,Low,Pending Customer,Reporting Team,427,10,Missed,Leadership Office,15+ days
TCK-10716,2025-07-09,,IT Services,Account Access,Medium,Open,Systems Team,295,7,Missed,Internal User,15+ days
TCK-10717,2026-01-29,2026-01-30,Finance,Report Request,Low,Closed,Tier 2 Support,1,10,Met,Program Office,0-3 days
TCK-10718,2025-08-25,2025-08-29,Program Management,System Error,Low,Closed,Tier 2 Support,4,10,Met,Program Office,4-7 days
TCK-10719,2025-09-16,,Program Management,Account Access,Low,Open,Reporting Team,226,10,Missed,Internal User,15+ days
TCK-10720,2026-03-08,2026-03-20,IT Services,Data Correction,Low,Closed,Tier 2 Support,12,10,Missed,Leadership Office,8-14 days
TCK-10721,2025-06-12,2025-06-16,IT Services,User Permissions,Low,Closed,Tier 2 Support,4,10,Met,Leadership Office,4-7 days
TCK-10722,2025-06-14,,Human Resources,User Permissions,Medium,Open,Tier 2 Support,320,7,Missed,Internal User,15+ days
TCK-10723,2025-07-15,,Operations,User Permissions,Low,Open,Tier 1 Support,289,10,Missed,Leadership Office,15+ days
TCK-10724,2025-10-07,2025-10-17,Program Management,Training Request,Low,Closed,Reporting Team,10,10,Met,Program Office,8-14 days
TCK-10725,2025-12-18,2025-12-23,IT Services,Report Request,Medium,Closed,CRM Admin,5,7,Met,Leadership Office,4-7 days
TCK-10726,2025-08-21,,Program Management,Training Request,Medium,Pending Customer,CRM Admin,252,7,Missed,Internal User,15+ days
TCK-10727,2025-03-15,2025-03-23,Finance,Data Correction,Medium,Closed,CRM Admin,8,7,Missed,Leadership Office,8-14 days
TCK-10728,2025-01-11,2025-01-16,Human Resources,System Error,Medium,Closed,Reporting Team,5,7,Met,Leadership Office,4-7 days
TCK-10729,2026-03-27,2026-03-28,Finance,Data Correction,Medium,Closed,Reporting Team,1,7,Met,Program Office,0-3 days
TCK-10730,2026-03-29,2026-04-07,Program Management,System Error,Medium,Closed,Reporting Team,9,7,Missed,Program Office,8-14 days
TCK-10731,2025-06-22,2025-06-27,Operations,User Permissions,Medium,Closed,Tier 2 Support,5,7,Met,Leadership Office,4-7 days
TCK-10732,2025-04-10,2025-04-11,IT Services,Report Request,High,Closed,Reporting Team,1,4,Met,Leadership Office,0-3 days
TCK-10733,2026-03-18,2026-03-20,Operations,System Error,High,Closed,Tier 1 Support,2,4,Met,Leadership Office,0-3 days
TCK-10734,2025-11-30,,IT Services,System Error,Medium,Pending Customer,Tier 1 Support,151,7,Missed,Internal User,15+ days
TCK-10735,2025-04-22,,Program Management,Data Correction,Medium,Pending Customer,Reporting Team,373,7,Missed,Internal User,15+ days
TCK-10736,2025-12-22,2025-12-24,Operations,Report Request,Low,Closed,Systems Team,2,10,Met,Internal User,0-3 days
TCK-10737,2025-11-25,2025-12-01,Program Management,Data Correction,Medium,Closed,Tier 2 Support,6,7,Met,Program Office,4-7 days
TCK-10738,2025-06-11,2025-06-19,IT Services,User Permissions,Medium,Closed,Tier 1 Support,8,7,Missed,Leadership Office,8-14 days
TCK-10739,2025-02-19,,Human Resources,Report Request,High,Open,Tier 1 Support,435,4,Missed,Program Office,15+ days
TCK-10740,2025-07-02,,Operations,Report Request,Low,Open,Tier 1 Support,302,10,Missed,Program Office,15+ days
TCK-10741,2025-11-16,2025-11-21,Policy,Data Correction,High,Closed,CRM Admin,5,4,Missed,Program Office,4-7 days
TCK-10742,2025-02-21,,Operations,Data Correction,High,Open,Reporting Team,433,4,Missed,Internal User,15+ days
TCK-10743,2025-09-30,2025-09-30,Policy,Report Request,High,Closed,Tier 2 Support,0,4,Met,Internal User,0-3 days
TCK-10744,2025-12-06,,Human Resources,Account Access,High,Pending Customer,Tier 2 Support,145,4,Missed,Program Office,15+ days
TCK-10745,2025-08-31,,Finance,System Error,Medium,Open,Systems Team,242,7,Missed,Leadership Office,15+ days
TCK-10746,2025-04-04,,Program Management,User Permissions,Medium,Open,Systems Team,391,7,Missed,Program Office,15+ days
TCK-10747,2026-03-30,,IT Services,Report Request,Medium,Open,Reporting Team,31,7,Missed,Internal User,15+ days
TCK-10748,2025-02-26,2025-03-01,Policy,Data Correction,Critical,Closed,CRM Admin,3,2,Missed,Program Office,0-3 days
TCK-10749,2025-12-31,2025-12-31,Program Management,Account Access,High,Closed,Systems Team,0,4,Met,Leadership Office,0-3 days
TCK-10750,2025-08-02,2025-08-10,Finance,Data Correction,Critical,Closed,Systems Team,8,2,Missed,Program Office,8-14 days
TCK-10751,2025-09-24,,Policy,Data Correction,High,Open,CRM Admin,218,4,Missed,Program Office,15+ days
TCK-10752,2025-08-18,2025-08-21,Finance,User Permissions,Critical,Closed,Reporting Team,3,2,Missed,Leadership Office,0-3 days
TCK-10753,2025-02-11,,Human Resources,User Permissions,Medium,Open,Systems Team,443,7,Missed,Internal User,15+ days
TCK-10754,2025-06-04,,Program Management,System Error,Medium,Pending Customer,Tier 1 Support,330,7,Missed,Leadership Office,15+ days
TCK-10755,2025-12-11,2025-12-14,Program Management,System Error,Medium,Closed,CRM Admin,3,7,Met,Internal User,0-3 days
TCK-10756,2025-06-27,2025-07-03,Program Management,Report Request,High,Closed,CRM Admin,6,4,Missed,Internal User,4-7 days
TCK-10757,2025-08-19,,IT Services,Account Access,High,Open,Tier 1 Support,254,4,Missed,Internal User,15+ days
TCK-10758,2026-02-17,2026-02-18,Operations,Report Request,High,Closed,Tier 1 Support,1,4,Met,Internal User,0-3 days
TCK-10759,2025-10-20,2025-10-24,Human Resources,User Permissions,High,Closed,CRM Admin,4,4,Met,Leadership Office,4-7 days
TCK-10760,2025-02-06,2025-02-13,Program Management,User Permissions,Low,Closed,CRM Admin,7,10,Met,Leadership Office,4-7 days
TCK-10761,2025-02-24,,Human Resources,Data Correction,Medium,Open,Tier 1 Support,430,7,Missed,Leadership Office,15+ days
TCK-10762,2025-02-16,2025-03-01,Operations,Data Correction,Low,Closed,Tier 1 Support,13,10,Missed,Leadership Office,8-14 days
TCK-10763,2025-02-10,2025-02-17,Policy,System Error,Medium,Closed,Systems Team,7,7,Met,Leadership Office,4-7 days
TCK-10764,2025-04-06,2025-04-17,IT Services,Account Access,Medium,Closed,Reporting Team,11,7,Missed,Internal User,8-14 days
TCK-10765,2025-09-17,,IT Services,Training Request,Low,Open,Tier 2 Support,225,10,Missed,Leadership Office,15+ days
TCK-10766,2025-03-05,,Operations,Report Request,High,Open,Tier 2 Support,421,4,Missed,Internal User,15+ days
TCK-10767,2025-07-22,2025-07-25,Finance,Data Correction,Medium,Closed,Reporting Team,3,7,Met,Program Office,0-3 days
TCK-10768,2026-02-27,2026-03-02,Human Resources,User Permissions,Medium,Closed,CRM Admin,3,7,Met,Program Office,0-3 days
TCK-10769,2026-01-22,,Human Resources,Training Request,Low,Open,Reporting Team,98,10,Missed,Internal User,15+ days
TCK-10770,2025-12-12,2025-12-16,Human Resources,User Permissions,High,Closed,Tier 1 Support,4,4,Met,Program Office,4-7 days
TCK-10771,2025-10-29,,Human Resources,Training Request,High,Pending Customer,CRM Admin,183,4,Missed,Leadership Office,15+ days
TCK-10772,2026-03-06,2026-03-08,Program Management,Report Request,Medium,Closed,Reporting Team,2,7,Met,Program Office,0-3 days
TCK-10773,2026-01-26,2026-01-31,Operations,Account Access,Medium,Closed,CRM Admin,5,7,Met,Program Office,4-7 days
TCK-10774,2025-08-27,2025-08-28,Program Management,System Error,High,Closed,Reporting Team,1,4,Met,Program Office,0-3 days
TCK-10775,2025-03-20,2025-03-27,Operations,Report Request,Low,Closed,Reporting Team,7,10,Met,Leadership Office,4-7 days
TCK-10776,2025-03-18,,Policy,Data Correction,Medium,Open,Tier 2 Support,408,7,Missed,Leadership Office,15+ days
TCK-10777,2025-04-05,,Operations,Account Access,Low,Open,Reporting Team,390,10,Missed,Program Office,15+ days
TCK-10778,2025-03-23,,IT Services,Report Request,Medium,Escalated,Tier 2 Support,403,7,Missed,Internal User,15+ days
TCK-10779,2025-09-07,2025-09-07,Program Management,User Permissions,Medium,Closed,Tier 1 Support,0,7,Met,Program Office,0-3 days
TCK-10780,2025-02-24,2025-03-06,Program Management,Training Request,Low,Closed,CRM Admin,10,10,Met,Internal User,8-14 days
TCK-10781,2025-05-01,2025-05-07,Finance,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Program Office,4-7 days
TCK-10782,2025-11-19,2025-11-28,IT Services,Account Access,Medium,Closed,Systems Team,9,7,Missed,Internal User,8-14 days
TCK-10783,2025-09-29,2025-10-07,Finance,Training Request,Medium,Closed,Reporting Team,8,7,Missed,Internal User,8-14 days
TCK-10784,2025-01-10,2025-01-10,Operations,Report Request,Medium,Closed,Tier 2 Support,0,7,Met,Program Office,0-3 days
TCK-10785,2025-11-21,,IT Services,Report Request,High,Escalated,Tier 2 Support,160,4,Missed,Internal User,15+ days
TCK-10786,2025-06-14,2025-06-14,Operations,User Permissions,High,Closed,Systems Team,0,4,Met,Leadership Office,0-3 days
TCK-10787,2025-05-02,2025-05-02,Finance,Training Request,High,Closed,Tier 1 Support,0,4,Met,Program Office,0-3 days
TCK-10788,2026-01-20,2026-01-25,IT Services,System Error,Low,Closed,Reporting Team,5,10,Met,Leadership Office,4-7 days
TCK-10789,2026-01-08,2026-01-14,Finance,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Program Office,4-7 days
TCK-10790,2026-03-11,2026-03-11,Operations,User Permissions,High,Closed,Tier 1 Support,0,4,Met,Program Office,0-3 days
TCK-10791,2025-07-02,2025-07-07,Finance,System Error,High,Closed,CRM Admin,5,4,Missed,Leadership Office,4-7 days
TCK-10792,2026-03-29,,Policy,Data Correction,Medium,Pending Customer,Systems Team,32,7,Missed,Leadership Office,15+ days
TCK-10793,2025-03-03,,IT Services,Report Request,Medium,Open,Tier 2 Support,423,7,Missed,Program Office,15+ days
TCK-10794,2025-08-05,,Finance,Report Request,High,Pending Customer,Tier 2 Support,268,4,Missed,Internal User,15+ days
TCK-10795,2025-06-01,2025-06-09,Program Management,Data Correction,Low,Closed,Reporting Team,8,10,Met,Leadership Office,8-14 days
TCK-10796,2025-07-15,2025-07-19,Finance,Account Access,Medium,Closed,CRM Admin,4,7,Met,Program Office,4-7 days
TCK-10797,2025-05-22,2025-05-29,Finance,Account Access,Low,Closed,Tier 1 Support,7,10,Met,Internal User,4-7 days
TCK-10798,2026-03-21,2026-03-30,Operations,Report Request,Medium,Closed,Reporting Team,9,7,Missed,Leadership Office,8-14 days
TCK-10799,2025-01-14,2025-01-17,Human Resources,User Permissions,Medium,Closed,CRM Admin,3,7,Met,Program Office,0-3 days
TCK-10800,2025-10-17,,IT Services,Account Access,High,Open,Tier 2 Support,195,4,Missed,Program Office,15+ days
TCK-10801,2025-02-02,,Policy,Data Correction,High,Open,Tier 1 Support,452,4,Missed,Program Office,15+ days
TCK-10802,2025-07-02,2025-07-09,Human Resources,System Error,Medium,Closed,Reporting Team,7,7,Met,Leadership Office,4-7 days
TCK-10803,2025-02-01,2025-02-05,Human Resources,Data Correction,Medium,Closed,Reporting Team,4,7,Met,Internal User,4-7 days
TCK-10804,2025-03-01,,Operations,Data Correction,High,Pending Customer,Tier 1 Support,425,4,Missed,Leadership Office,15+ days
TCK-10805,2025-12-16,,Human Resources,Account Access,Medium,Open,Tier 2 Support,135,7,Missed,Internal User,15+ days
TCK-10806,2025-03-20,,Finance,Report Request,Critical,Open,Reporting Team,406,2,Missed,Leadership Office,15+ days
TCK-10807,2025-12-10,2025-12-15,Policy,User Permissions,Medium,Closed,Reporting Team,5,7,Met,Leadership Office,4-7 days
TCK-10808,2025-02-04,2025-02-12,Operations,Data Correction,Low,Closed,Systems Team,8,10,Met,Program Office,8-14 days
TCK-10809,2025-01-04,,Operations,System Error,Medium,Open,Tier 2 Support,481,7,Missed,Internal User,15+ days
TCK-10810,2025-10-02,2025-10-07,IT Services,Report Request,Low,Closed,CRM Admin,5,10,Met,Leadership Office,4-7 days
TCK-10811,2025-07-11,,Finance,Data Correction,Medium,Open,CRM Admin,293,7,Missed,Program Office,15+ days
TCK-10812,2025-07-21,2025-08-01,Human Resources,System Error,Low,Closed,Systems Team,11,10,Missed,Leadership Office,8-14 days
TCK-10813,2025-12-10,2025-12-16,Human Resources,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Internal User,4-7 days
TCK-10814,2026-01-24,2026-01-30,Policy,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Leadership Office,4-7 days
TCK-10815,2026-02-23,2026-02-27,Finance,Data Correction,Medium,Closed,Systems Team,4,7,Met,Internal User,4-7 days
TCK-10816,2025-06-08,,Finance,Data Correction,Low,Pending Customer,Reporting Team,326,10,Missed,Leadership Office,15+ days
TCK-10817,2025-07-18,2025-07-18,Program Management,System Error,High,Closed,Systems Team,0,4,Met,Leadership Office,0-3 days
TCK-10818,2025-05-27,2025-06-03,Operations,Account Access,High,Closed,Systems Team,7,4,Missed,Internal User,4-7 days
TCK-10819,2026-03-29,,Finance,Account Access,Low,Open,CRM Admin,32,10,Missed,Program Office,15+ days
TCK-10820,2025-07-15,,Human Resources,Account Access,High,Escalated,CRM Admin,289,4,Missed,Internal User,15+ days
TCK-10821,2025-11-27,2025-12-05,Program Management,User Permissions,Low,Closed,Tier 1 Support,8,10,Met,Program Office,8-14 days
TCK-10822,2026-01-30,,Operations,Report Request,Low,Open,Reporting Team,90,10,Missed,Internal User,15+ days
TCK-10823,2025-03-03,2025-03-06,Program Management,Data Correction,High,Closed,Tier 1 Support,3,4,Met,Internal User,0-3 days
TCK-10824,2025-02-14,2025-02-17,IT Services,User Permissions,High,Closed,Systems Team,3,4,Met,Program Office,0-3 days
TCK-10825,2025-05-19,2025-05-31,Operations,Account Access,Low,Closed,Reporting Team,12,10,Missed,Leadership Office,8-14 days
TCK-10826,2025-07-13,2025-07-22,Program Management,System Error,Low,Closed,Tier 2 Support,9,10,Met,Internal User,8-14 days
TCK-10827,2025-10-23,2025-11-01,Policy,Report Request,High,Closed,Reporting Team,9,4,Missed,Internal User,8-14 days
TCK-10828,2026-02-15,2026-02-19,Operations,Data Correction,Medium,Closed,Reporting Team,4,7,Met,Internal User,4-7 days
TCK-10829,2025-11-29,2025-12-09,Policy,System Error,Low,Closed,Tier 2 Support,10,10,Met,Leadership Office,8-14 days
TCK-10830,2026-03-11,2026-03-11,Human Resources,Training Request,High,Closed,CRM Admin,0,4,Met,Program Office,0-3 days
TCK-10831,2026-02-25,,IT Services,Training Request,Medium,Open,Tier 2 Support,64,7,Missed,Program Office,15+ days
TCK-10832,2026-01-12,2026-01-15,IT Services,System Error,Medium,Closed,CRM Admin,3,7,Met,Program Office,0-3 days
TCK-10833,2025-06-27,,Policy,Training Request,High,Open,Reporting Team,307,4,Missed,Program Office,15+ days
TCK-10834,2025-08-10,2025-08-12,Operations,Report Request,Low,Closed,CRM Admin,2,10,Met,Leadership Office,0-3 days
TCK-10835,2025-08-27,2025-08-30,Finance,Training Request,Medium,Closed,Tier 2 Support,3,7,Met,Leadership Office,0-3 days
TCK-10836,2025-06-24,,Operations,Training Request,Medium,Pending Customer,Tier 2 Support,310,7,Missed,Internal User,15+ days
TCK-10837,2026-02-27,,IT Services,Training Request,Medium,Open,Tier 1 Support,62,7,Missed,Leadership Office,15+ days
TCK-10838,2025-02-23,2025-03-01,IT Services,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Leadership Office,4-7 days
TCK-10839,2025-04-27,2025-04-30,Finance,Training Request,Medium,Closed,Reporting Team,3,7,Met,Leadership Office,0-3 days
TCK-10840,2025-12-03,2025-12-07,Finance,User Permissions,High,Closed,Reporting Team,4,4,Met,Leadership Office,4-7 days
TCK-10841,2026-01-20,2026-01-20,Policy,Data Correction,Critical,Closed,Tier 1 Support,0,2,Met,Leadership Office,0-3 days
TCK-10842,2026-02-14,,Human Resources,User Permissions,Low,Open,CRM Admin,75,10,Missed,Internal User,15+ days
TCK-10843,2026-01-22,,Operations,Account Access,Medium,Pending Customer,Tier 1 Support,98,7,Missed,Internal User,15+ days
TCK-10844,2025-06-01,,Policy,Account Access,Low,Open,Tier 1 Support,333,10,Missed,Program Office,15+ days
TCK-10845,2025-08-20,2025-08-20,Policy,Training Request,Critical,Closed,CRM Admin,0,2,Met,Program Office,0-3 days
TCK-10846,2025-07-18,2025-07-26,IT Services,Training Request,Medium,Closed,Reporting Team,8,7,Missed,Leadership Office,8-14 days
TCK-10847,2025-11-11,2025-11-20,Finance,Account Access,Medium,Closed,CRM Admin,9,7,Missed,Leadership Office,8-14 days
TCK-10848,2025-08-31,2025-09-03,IT Services,Account Access,High,Closed,Reporting Team,3,4,Met,Leadership Office,0-3 days
TCK-10849,2025-10-28,2025-11-06,Human Resources,System Error,Medium,Closed,Tier 1 Support,9,7,Missed,Program Office,8-14 days
TCK-10850,2026-01-24,2026-01-27,IT Services,Account Access,High,Closed,Tier 1 Support,3,4,Met,Internal User,0-3 days
TCK-10851,2026-01-06,2026-01-12,Finance,Data Correction,High,Closed,Systems Team,6,4,Missed,Program Office,4-7 days
TCK-10852,2025-01-18,2025-01-25,Policy,System Error,Medium,Closed,Tier 2 Support,7,7,Met,Leadership Office,4-7 days
TCK-10853,2025-07-30,2025-08-03,Human Resources,Training Request,Low,Closed,Reporting Team,4,10,Met,Internal User,4-7 days
TCK-10854,2025-09-15,2025-09-20,IT Services,System Error,Low,Closed,Systems Team,5,10,Met,Leadership Office,4-7 days
TCK-10855,2026-01-06,2026-01-12,Program Management,Report Request,Low,Closed,Tier 2 Support,6,10,Met,Internal User,4-7 days
TCK-10856,2025-05-29,2025-05-31,Policy,Data Correction,Medium,Closed,Tier 1 Support,2,7,Met,Internal User,0-3 days
TCK-10857,2025-09-04,,Operations,System Error,Medium,Open,Tier 1 Support,238,7,Missed,Program Office,15+ days
TCK-10858,2025-04-04,,IT Services,System Error,Low,Pending Customer,Tier 2 Support,391,10,Missed,Leadership Office,15+ days
TCK-10859,2025-08-16,,Operations,User Permissions,High,Escalated,Systems Team,257,4,Missed,Leadership Office,15+ days
TCK-10860,2025-01-13,2025-01-20,Policy,System Error,Medium,Closed,Tier 1 Support,7,7,Met,Leadership Office,4-7 days
TCK-10861,2025-09-26,2025-09-26,Human Resources,Report Request,High,Closed,Reporting Team,0,4,Met,Leadership Office,0-3 days
TCK-10862,2025-12-26,,Finance,User Permissions,Medium,Open,CRM Admin,125,7,Missed,Program Office,15+ days
TCK-10863,2025-07-25,2025-08-01,Human Resources,Data Correction,Medium,Closed,Tier 1 Support,7,7,Met,Leadership Office,4-7 days
TCK-10864,2025-04-06,2025-04-11,IT Services,Report Request,Medium,Closed,Systems Team,5,7,Met,Program Office,4-7 days
TCK-10865,2025-09-02,2025-09-11,IT Services,Account Access,Low,Closed,Tier 2 Support,9,10,Met,Internal User,8-14 days
TCK-10866,2025-03-17,2025-03-25,Program Management,Account Access,Medium,Closed,CRM Admin,8,7,Missed,Internal User,8-14 days
TCK-10867,2025-09-19,,Human Resources,Report Request,High,Open,Tier 2 Support,223,4,Missed,Program Office,15+ days
TCK-10868,2025-05-05,2025-05-05,Operations,User Permissions,High,Closed,Reporting Team,0,4,Met,Program Office,0-3 days
TCK-10869,2025-09-03,,Human Resources,Data Correction,Low,Open,Tier 2 Support,239,10,Missed,Leadership Office,15+ days
TCK-10870,2025-03-16,,IT Services,Account Access,High,Open,Systems Team,410,4,Missed,Internal User,15+ days
TCK-10871,2025-05-07,2025-05-08,Finance,System Error,Medium,Closed,Tier 1 Support,1,7,Met,Program Office,0-3 days
TCK-10872,2025-01-22,2025-01-22,Human Resources,Data Correction,High,Closed,CRM Admin,0,4,Met,Program Office,0-3 days
TCK-10873,2025-08-19,,IT Services,Training Request,Medium,Pending Customer,Reporting Team,254,7,Missed,Leadership Office,15+ days
TCK-10874,2026-03-23,,IT Services,Training Request,High,Open,CRM Admin,38,4,Missed,Program Office,15+ days
TCK-10875,2026-01-31,2026-02-04,Policy,Data Correction,Low,Closed,Tier 1 Support,4,10,Met,Program Office,4-7 days
TCK-10876,2025-05-23,2025-05-30,Finance,Report Request,Medium,Closed,Systems Team,7,7,Met,Leadership Office,4-7 days
TCK-10877,2025-06-17,,Policy,Training Request,High,Pending Customer,Systems Team,317,4,Missed,Leadership Office,15+ days
TCK-10878,2025-11-06,2025-11-12,Operations,System Error,Medium,Closed,CRM Admin,6,7,Met,Internal User,4-7 days
TCK-10879,2025-12-21,2025-12-22,Finance,User Permissions,Medium,Closed,CRM Admin,1,7,Met,Program Office,0-3 days
TCK-10880,2026-03-24,2026-03-29,Finance,Report Request,Medium,Closed,Tier 2 Support,5,7,Met,Leadership Office,4-7 days
TCK-10881,2025-04-08,2025-04-15,Program Management,Report Request,Medium,Closed,CRM Admin,7,7,Met,Leadership Office,4-7 days
TCK-10882,2025-08-06,,IT Services,Data Correction,Medium,Open,CRM Admin,267,7,Missed,Internal User,15+ days
TCK-10883,2025-12-18,2025-12-22,Program Management,Training Request,Medium,Closed,Systems Team,4,7,Met,Internal User,4-7 days
TCK-10884,2025-03-02,,Policy,Data Correction,High,Pending Customer,Tier 2 Support,424,4,Missed,Leadership Office,15+ days
TCK-10885,2026-02-09,2026-02-19,Finance,Data Correction,Medium,Closed,Reporting Team,10,7,Missed,Program Office,8-14 days
TCK-10886,2026-01-03,2026-01-05,IT Services,Report Request,Medium,Closed,Tier 2 Support,2,7,Met,Program Office,0-3 days
TCK-10887,2025-11-07,,Program Management,Account Access,Low,Open,Tier 1 Support,174,10,Missed,Internal User,15+ days
TCK-10888,2026-02-20,,Program Management,Training Request,High,Escalated,Systems Team,69,4,Missed,Program Office,15+ days
TCK-10889,2025-09-19,,Program Management,Training Request,Medium,Open,Tier 1 Support,223,7,Missed,Program Office,15+ days
TCK-10890,2025-08-12,,Operations,Account Access,Medium,Open,CRM Admin,261,7,Missed,Internal User,15+ days
